P0C6U8	P0DTC1
P0C6U8	P0DTC1
P0C6U8	P0DTC1
P0C6U8	P0DTC1
P0C6U8	P0DTC1
P0C6U8	P0DTC1
P0C6U8	P0DTC1
P0C6U8	P0DTC1
P0C6U8	P0DTC1
P0C6U8	P0DTC1
P0C6U8	P0DTC1
P0C6U8	P0DTC1
P0C6U8	P0DTC1
P0C6U8	P0DTC1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P0C6X7	P0DTD1
P59594	P0DTC2
P59632	P0DTC3
P59596	P0DTC5
P59637	P0DTC4
P59634	P0DTC6
P59635	P0DTC7
Q7TFA1	P0DTD8
Q7TFA0	P0DTC8
P59595	P0DTC9
P59636	P0DTD2
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
NC_004718.3	MN908947.3
